"AC";"K";"Laundry";"Total";"Type";"Date"
6154;2110;411;21807,4666666667;"Training Test";"2008-03-19"
6670;1107;478;20887,9;"Training Test";"2008-03-20"
13275;2171;4778;34440,7;"Training Test";"2008-03-21"
12405;3322;588;34225,2666666667;"Training Test";"2008-03-22"
13878;6279;2112;38766,5;"Training Test";"2008-03-23"
7008;1131;5988;32911,1333333333;"Training Test";"2008-03-24"
13494;2246;3677;33597,6;"Training Test";"2008-03-25"
7547;2547;3831;27224,5333333333;"Training Test";"2008-03-26"
9022;0;356;22847,0333333333;"Training Test";"2008-03-27"
11581;2325;3605;31423,7333333333;"Training Test";"2008-03-28"
17240;5153;375;41185,8333333333;"Training Test";"2008-03-29"
9769;5045;1315;35773,2;"Training Test";"2008-03-30"
9387;1091;411;22959,5;"Training Test";"2008-03-31"
14515;1079;6657;35484,2;"Training Test";"2008-04-01"
7989;1106;3674;28194,5333333333;"Training Test";"2008-04-02"
6901;0;422;18812,6;"Training Test";"2008-04-03"
13246;2133;775;27198,6333333333;"Training Test";"2008-04-04"
13644;2929;874;32846,0333333333;"Training Test";"2008-04-05"
7552;1124;2615;28271,9666666667;"Training Test";"2008-04-06"
9466;2420;672;25647,3;"Training Test";"2008-04-07"
17519;2752;10713;44291,9333333333;"Training Test";"2008-04-08"
9003;0;376;20314,2;"Training Test";"2008-04-09"
6527;3261;457;24629,1;"Training Test";"2008-04-10"
14522;1802;491;31294,4;"Training Test";"2008-04-11"
15225;7076;2499;46666,9;"Training Test";"2008-04-12"
13007;2554;5942;37216,4333333333;"Training Test";"2008-04-13"
11197;0;425;26493,0333333333;"Training Test";"2008-04-14"
9874;1174;3998;27840,1;"Training Test";"2008-04-15"
11322;838;403;24817,7333333333;"Training Test";"2008-04-16"
8638;1719;417;23264,3666666667;"Training Test";"2008-04-17"
10921;2174;3832;31039,8333333333;"Training Test";"2008-04-18"
14722;4319;2457;37561,8333333333;"Training Test";"2008-04-19"
10401;1030;4544;29856,9666666667;"Training Test";"2008-04-20"
6788;0;2673;19402,6;"Training Test";"2008-04-21"
10603;971;5093;27127,9333333333;"Training Test";"2008-04-22"
8406;1380;492;22622,1333333333;"Training Test";"2008-04-23"
5296;1263;522;17396,2;"Training Test";"2008-04-24"
9400;824;2004;21128,9;"Training Test";"2008-04-25"
3586;0;634;15052,7666666667;"Training Test";"2008-04-26"
5488;693;588;16804;"Training Test";"2008-04-27"
2786;0;621;10984,2;"Training Test";"2008-04-28"
10481;1402;5411;32876,9333333333;"Training Test";"2008-04-29"
6653;1057;590;18362,1;"Training Test";"2008-04-30"
2586;0;530;9600,23333333333;"Training Test";"2008-05-01"
8687;3114;584;24962,8;"Training Test";"2008-05-02"
6535;996;541;21493,3333333333;"Training Test";"2008-05-03"
5464;2196;2872;24516,1666666667;"Training Test";"2008-05-04"
10197;1008;378;22782,2;"Training Test";"2008-05-05"
12200;1354;5410;29833;"Training Test";"2008-05-06"
6649;1030;423;19604,4;"Training Test";"2008-05-07"
12717;3667;702;35278,3;"Training Test";"2008-05-08"
11904;2229;423;29121,2;"Training Test";"2008-05-09"
11714;6950;612;31818,8;"Training Test";"2008-05-10"
6930;563;1340;26848,6666666667;"Training Test";"2008-05-11"
11959;2082;1085;25403,4;"Training Test";"2008-05-12"
8370;823;4089;24614,9;"Training Test";"2008-05-13"
9716;2467;3436;26404,3666666667;"Training Test";"2008-05-14"
6820;868;570;19379,4666666667;"Training Test";"2008-05-15"
8955;2228;2565;27467,1666666667;"Training Test";"2008-05-16"
12472;2158;935;27624,2333333333;"Training Test";"2008-05-17"
8626;1775;5355;30065,9666666667;"Training Test";"2008-05-18"
7503;1014;558;17171,0333333333;"Training Test";"2008-05-19"
11977;1352;2431;26355,5666666667;"Training Test";"2008-05-20"
9251;1989;474;22068,5333333333;"Training Test";"2008-05-21"
6475;996;440;16281,1333333333;"Training Test";"2008-05-22"
14734;0;1390;24748,6;"Training Test";"2008-05-23"
12833;1027;569;26336,2666666667;"Training Test";"2008-05-24"
6016;4307;8811;34141,7333333333;"Training Test";"2008-05-25"
9284;985;666;21495,1666666667;"Training Test";"2008-05-26"
11478;0;5352;28478,3333333333;"Training Test";"2008-05-27"
6709;3138;512;18572,8666666667;"Training Test";"2008-05-28"
8703;1004;507;18917,9333333333;"Training Test";"2008-05-29"
11298;0;3019;23287,4;"Training Test";"2008-05-30"
11858;1764;2328;27357,8333333333;"Training Test";"2008-05-31"
11307;1906;545;30814,6;"Training Test";"2008-06-01"
6341;960;558;17900,2;"Training Test";"2008-06-02"
9265;2897;2608;26630,2666666667;"Training Test";"2008-06-03"
6508;1550;7682;26481,8666666667;"Training Test";"2008-06-04"
8781;1747;506;18667,9666666667;"Training Test";"2008-06-05"
7871;1009;506;20295,2333333333;"Training Test";"2008-06-06"
14593;2379;2611;31374,7333333333;"Training Test";"2008-06-07"
9732;2536;3161;25705,3666666667;"Training Test";"2008-06-08"
7921;1967;2085;22094,9666666667;"Training Test";"2008-06-09"
8992;907;585;17784,8333333333;"Training Test";"2008-06-10"
7566;977;842;18720,1;"Training Test";"2008-06-11"
7246;1951;567;20988,8666666667;"Training Test";"2008-06-12"
10531;2809;7358;31238;"Training Test";"2008-06-13"
10681;1862;1011;23082;"Training Test";"2008-06-14"
11589;6471;6802;38151,7;"Training Test";"2008-06-15"
10012;1980;464;21717,4;"Training Test";"2008-06-16"
10094;1080;432;19084,7333333333;"Training Test";"2008-06-17"
12687;7549;3040;31560,1333333333;"Training Test";"2008-06-18"
10911;3411;1514;26468,0333333333;"Training Test";"2008-06-19"
12417;2948;2935;27935,0666666667;"Training Test";"2008-06-20"
12828;940;5823;28904,2333333333;"Training Test";"2008-06-21"
10652;4705;1175;26106,9333333333;"Training Test";"2008-06-22"
10124;2600;581;20863,2666666667;"Training Test";"2008-06-23"
14271;2779;3489;29240,8666666667;"Training Test";"2008-06-24"
9402;2773;569;21029,5;"Training Test";"2008-06-25"
8971;921;572;17600,3333333333;"Training Test";"2008-06-26"
10163;4159;2372;29252,5333333333;"Training Test";"2008-06-27"
7932;0;2000;20146,6666666667;"Training Test";"2008-06-28"
3896;955;535;12489,2;"Training Test";"2008-06-29"
6819;0;521;13403,2666666667;"Training Test";"2008-06-30"
8390;3465;587;20254;"Training Test";"2008-07-01"
7002;962;650;19120,0333333333;"Training Test";"2008-07-02"
7410;958;2569;18306;"Training Test";"2008-07-03"
8302;0;589;15700,3333333333;"Training Test";"2008-07-04"
8365;1875;6754;24484,8;"Training Test";"2008-07-05"
7536;4258;5230;30084,4;"Training Test";"2008-07-06"
7149;2171;592;16389,8333333333;"Training Test";"2008-07-07"
7592;991;503;18770,2333333333;"Training Test";"2008-07-08"
7352;951;499;15321,9666666667;"Training Test";"2008-07-09"
8186;982;552;20854,6;"Training Test";"2008-07-10"
9251;724;558;20903,6;"Training Test";"2008-07-11"
7231;4436;2617;22147,5333333333;"Training Test";"2008-07-12"
7056;1671;3164;20895,9;"Training Test";"2008-07-13"
6436;2564;1995;18965,4333333333;"Training Test";"2008-07-14"
8585;968;552;19264,3333333333;"Training Test";"2008-07-15"
4978;1537;2799;17951,0333333333;"Training Test";"2008-07-16"
8280;1122;723;21985,3666666667;"Training Test";"2008-07-17"
9260;1143;552;21026,4;"Training Test";"2008-07-18"
7676;2941;3146;22400,2333333333;"Training Test";"2008-07-19"
5457;1943;1076;15692,2333333333;"Training Test";"2008-07-20"
9189;1698;431;19274,6333333333;"Training Test";"2008-07-21"
4886;0;430;12337,3666666667;"Training Test";"2008-07-22"
6325;1233;454;15710,5;"Training Test";"2008-07-23"
8344;837;476;18224,1666666667;"Training Test";"2008-07-24"
6731;1168;492;14425,5666666667;"Training Test";"2008-07-25"
6243;0;948;13594,7333333333;"Training Test";"2008-07-26"
8385;1063;858;19123,2666666667;"Training Test";"2008-07-27"
5963;0;509;13763,4;"Training Test";"2008-07-28"
5802;1571;530;19442,6333333333;"Training Test";"2008-07-29"
6278;2548;773;21665,1333333333;"Training Test";"2008-07-30"
7588;1533;2808;23210,6333333333;"Training Test";"2008-07-31"
5091;586;1150;12326,2666666667;"Training Test";"2008-08-01"
3803;0;504;8429,6;"Training Test";"2008-08-02"
3926;0;499;8413,03333333333;"Training Test";"2008-08-03"
4410;596;4677;18765,3333333333;"Training Test";"2008-08-04"
7118;635;509;13785,3;"Training Test";"2008-08-05"
2215;0;513;5435,2;"Training Test";"2008-08-06"
2357;0;526;5581,4;"Training Test";"2008-08-07"
1980;0;481;5036,66666666667;"Training Test";"2008-08-08"
1902;0;489;5982,06666666667;"Training Test";"2008-08-09"
1905;0;464;5867,2;"Training Test";"2008-08-10"
1880;0;489;6198,6;"Training Test";"2008-08-11"
1844;0;462;4816,4;"Training Test";"2008-08-12"
1789;0;451;4709,73333333333;"Training Test";"2008-08-13"
1641;0;441;4504,3;"Training Test";"2008-08-14"
1691;0;439;4560,9;"Training Test";"2008-08-15"
1688;0;442;4580,23333333333;"Training Test";"2008-08-16"
1710;0;445;4579,93333333333;"Training Test";"2008-08-17"
1719;0;440;4562,63333333333;"Training Test";"2008-08-18"
1697;0;442;4578,2;"Training Test";"2008-08-19"
1626;0;437;4474,53333333333;"Training Test";"2008-08-20"
1577;0;432;4354,96666666667;"Training Test";"2008-08-21"
1614;0;438;4452,06666666667;"Training Test";"2008-08-22"
1485;0;419;4244,03333333333;"Training Test";"2008-08-23"
1523;0;404;4245,26666666667;"Training Test";"2008-08-24"
1436;0;422;4171,63333333333;"Training Test";"2008-08-25"
1533;0;420;4292,73333333333;"Training Test";"2008-08-26"
1539;0;399;4301,9;"Training Test";"2008-08-27"
1631;0;432;4470,76666666667;"Training Test";"2008-08-28"
1599;0;430;4459,8;"Training Test";"2008-08-29"
1619;0;435;4507,06666666667;"Training Test";"2008-08-30"
12117;2056;3733;25010,2333333333;"Training Test";"2008-08-31"
10183;950;521;20791,8333333333;"Training Test";"2008-09-01"
6648;4273;1206;23069,2333333333;"Training Test";"2008-09-02"
10213;1326;1902;23141,4333333333;"Training Test";"2008-09-03"
9408;2225;404;20420,3333333333;"Training Test";"2008-09-04"
6943;379;431;14566;"Training Test";"2008-09-05"
13400;2948;6500;31142,9;"Training Test";"2008-09-06"
5976;3612;1707;22877,6;"Training Test";"2008-09-07"
9559;747;2293;21822,0666666667;"Training Test";"2008-09-08"
7728;236;453;19327,5666666667;"Training Test";"2008-09-09"
10281;1009;399;21679,4;"Training Test";"2008-09-10"
7644;1005;417;17145,2333333333;"Training Test";"2008-09-11"
8738;1867;402;23212,7;"Training Test";"2008-09-12"
11807;930;5433;27190,6;"Training Test";"2008-09-13"
6538;4673;445;26272,1;"Training Test";"2008-09-14"
10322;960;364;28295,1333333333;"Training Test";"2008-09-15"
8249;0;368;20364,3666666667;"Training Test";"2008-09-16"
9371;1910;3727;25320,1666666667;"Training Test";"2008-09-17"
7991;4202;357;25088,1666666667;"Training Test";"2008-09-18"
12367;1569;351;25314,1;"Training Test";"2008-09-19"
12477;0;370;21743,3333333333;"Training Test";"2008-09-20"
8347;4010;2381;25551,1666666667;"Training Test";"2008-09-21"
10227;1014;2448;22642,7333333333;"Training Test";"2008-09-22"
7920;0;2168;20546,4666666667;"Training Test";"2008-09-23"
10548;2019;4730;28639,1666666667;"Training Test";"2008-09-24"
8485;1012;751;18853,6666666667;"Training Test";"2008-09-25"
10890;1221;370;23857,5;"Training Test";"2008-09-26"
12688;4347;2584;35457,4333333333;"Training Test";"2008-09-27"
11242;1920;385;28851,7333333333;"Training Test";"2008-09-28"
10677;1014;363;25028,9666666667;"Training Test";"2008-09-29"
7415;998;360;22916,7666666667;"Training Test";"2008-09-30"
10808;2249;5800;31206,0666666667;"Training Test";"2008-10-01"
9060;0;367;22422,3666666667;"Training Test";"2008-10-02"
9432;4801;349;26876,3333333333;"Training Test";"2008-10-03"
12573;3462;629;35008,2666666667;"Training Test";"2008-10-04"
6071;990;3257;25832,5;"Training Test";"2008-10-05"
9562;990;286;23729,7;"Training Test";"2008-10-06"
9476;1016;419;28776,1333333333;"Training Test";"2008-10-07"
11650;1044;5126;31009,6;"Training Test";"2008-10-08"
11652;1032;3064;33061,3666666667;"Training Test";"2008-10-09"
12046;0;389;25305,6333333333;"Training Test";"2008-10-10"
11373;2144;2335;27823,1;"Training Test";"2008-10-11"
7171;2561;5822;31799;"Training Test";"2008-10-12"
9483;1037;535;24366,2666666667;"Training Test";"2008-10-13"
9939;1177;442;26817,6;"Training Test";"2008-10-14"
9984;1998;7042;35948,2666666667;"Training Test";"2008-10-15"
8438;951;429;26394,6666666667;"Training Test";"2008-10-16"
9639;2036;3187;31114,7666666667;"Training Test";"2008-10-17"
12146;799;1655;37319,8333333333;"Training Test";"2008-10-18"
4600;698;8010;32865,5666666667;"Training Test";"2008-10-19"
10475;844;2648;27792,5666666667;"Training Test";"2008-10-20"
11331;857;2663;34395,2666666667;"Training Test";"2008-10-21"
8487;662;2542;27433,5;"Training Test";"2008-10-22"
10587;815;1435;30508,2333333333;"Training Test";"2008-10-23"
10284;7893;2277;35553,7666666667;"Training Test";"2008-10-24"
13433;737;394;25385,9333333333;"Training Test";"2008-10-25"
2013;0;360;8724,86666666667;"Training Test";"2008-10-26"
1967;0;402;8731,53333333333;"Training Test";"2008-10-27"
5090;2263;362;22121,5;"Training Test";"2008-10-28"
4015;1037;345;26876,2666666667;"Training Test";"2008-10-29"
2619;0;345;18310;"Training Test";"2008-10-30"
10483;0;312;21430,5333333333;"Training Test";"2008-10-31"
1939;0;344;13841,6333333333;"Training Test";"2008-11-01"
2824;0;346;15176,9;"Training Test";"2008-11-02"
1892;963;347;14126,6666666667;"Training Test";"2008-11-03"
4106;0;6214;26038,6;"Training Test";"2008-11-04"
8362;7597;10409;52248,8333333333;"Training Test";"2008-11-05"
6734;1033;430;26473,9666666667;"Training Test";"2008-11-06"
10421;1032;389;26986,4;"Training Test";"2008-11-07"
6069;1114;3271;28885,6333333333;"Training Test";"2008-11-08"
14348;6301;661;42975,6333333333;"Training Test";"2008-11-09"
10285;1023;355;34864,6666666667;"Training Test";"2008-11-10"
14651;2475;2288;40932,5;"Training Test";"2008-11-11"
9430;1066;2712;36441,5666666667;"Training Test";"2008-11-12"
6315;0;338;20641;"Training Test";"2008-11-13"
9929;2092;325;27028,9666666667;"Training Test";"2008-11-14"
15635;3952;3799;50527,1333333333;"Training Test";"2008-11-15"
8945;4791;1829;39423,8666666667;"Training Test";"2008-11-16"
10590;0;378;25393,9333333333;"Training Test";"2008-11-17"
11204;1079;369;29150,8333333333;"Training Test";"2008-11-18"
8704;1737;3026;30670,6333333333;"Training Test";"2008-11-19"
7732;1034;347;28205,6;"Training Test";"2008-11-20"
10396;1039;348;27898,8333333333;"Training Test";"2008-11-21"
8320;1093;882;28522,8;"Training Test";"2008-11-22"
10272;3631;8823;56755,4;"Training Test";"2008-11-23"
13378;1063;510;53549,9666666667;"Training Test";"2008-11-24"
10471;3010;345;45047,5;"Training Test";"2008-11-25"
10002;909;304;25265,9;"Training Test";"2008-11-26"
12440;2491;330;39370,3;"Training Test";"2008-11-27"
11361;1113;295;31432,7333333333;"Training Test";"2008-11-28"
12386;5268;2392;40577,8;"Training Test";"2008-11-29"
11474;1161;3481;40023,1333333333;"Training Test";"2008-11-30"
9013;1085;309;26942,3;"Training Test";"2008-12-01"
11343;0;304;29890,7333333333;"Training Test";"2008-12-02"
9664;1137;302;29252,7333333333;"Training Test";"2008-12-03"
11314;1085;281;28977,3;"Training Test";"2008-12-04"
9852;831;310;34310,3;"Training Test";"2008-12-05"
9048;4005;5749;42063,9333333333;"Training Test";"2008-12-06"
13627;3294;310;41112,3333333333;"Training Test";"2008-12-07"
13256;1117;296;31143,9333333333;"Training Test";"2008-12-08"
12886;1985;2553;33385,7333333333;"Training Test";"2008-12-09"
10889;1128;4144;35183,6666666667;"Training Test";"2008-12-10"
7979;1160;273;23875,3666666667;"Training Test";"2008-12-11"
12154;1157;255;30258,9;"Training Test";"2008-12-12"
9271;2186;261;30426,2333333333;"Training Test";"2008-12-13"
5415;3742;2497;33368,6666666667;"Training Test";"2008-12-14"
9668;1178;252;29924,1666666667;"Training Test";"2008-12-15"
11334;0;253;29951,5;"Training Test";"2008-12-16"
10813;4251;284;34979,7666666667;"Training Test";"2008-12-17"
11293;1125;258;28949;"Training Test";"2008-12-18"
11773;1538;296;31368,5333333333;"Training Test";"2008-12-19"
12819;1132;6479;37375,0333333333;"Training Test";"2008-12-20"
14816;1099;9189;44060,1666666667;"Training Test";"2008-12-21"
10433;2157;391;33596,8;"Training Test";"2008-12-22"
8326;2666;2115;29968,1333333333;"Training Test";"2008-12-23"
9981;0;364;21160,6333333333;"Training Test";"2008-12-24"
3598;0;285;17685,3;"Training Test";"2008-12-25"
7796;1121;279;20395,5333333333;"Training Test";"2008-12-26"
12209;0;244;49536,0666666667;"Training Test";"2008-12-27"
5291;1953;217;26177,3666666667;"Training Test";"2008-12-28"
2480;0;218;9254,63333333333;"Training Test";"2008-12-29"
7145;0;245;19920,6333333333;"Training Test";"2008-12-30"
11860;2975;246;32736,4666666667;"Training Test";"2008-12-31"
2803;765;3845;23444,8666666667;"Training Test";"2009-01-01"
11841;2417;6018;38791,8333333333;"Training Test";"2009-01-02"
10439;6440;328;31891,6;"Training Test";"2009-01-03"
3245;1457;5251;32333,2333333333;"Training Test";"2009-01-04"
8650;1247;322;26733,3333333333;"Training Test";"2009-01-05"
12462;0;254;28164,3666666667;"Training Test";"2009-01-06"
9979;2687;3820;34671,2;"Training Test";"2009-01-07"
10075;2773;299;27221,1666666667;"Training Test";"2009-01-08"
9285;1802;272;29811,7;"Training Test";"2009-01-09"
12539;2828;4288;35049,1333333333;"Training Test";"2009-01-10"
5887;4521;5301;32933,1333333333;"Training Test";"2009-01-11"
12147;0;261;26487,9666666667;"Training Test";"2009-01-12"
16194;1140;329;36376,6666666667;"Training Test";"2009-01-13"
10301;2277;332;29604,7;"Training Test";"2009-01-14"
9561;2731;390;26067,8;"Training Test";"2009-01-15"
15220;5811;3158;46109,2333333333;"Training Test";"2009-01-16"
15322;2477;3154;55297;"Training Test";"2009-01-17"
12727;5649;6701;52569,9;"Training Test";"2009-01-18"
10279;1118;376;28331,1;"Training Test";"2009-01-19"
13727;0;282;28967,1333333333;"Training Test";"2009-01-20"
9830;1148;2159;28990,5666666667;"Training Test";"2009-01-21"
8246;0;341;20622,6;"Training Test";"2009-01-22"
12146;2078;295;31842,2666666667;"Training Test";"2009-01-23"
8322;5096;4492;36679,5;"Training Test";"2009-01-24"
11213;3971;5960;47394,4;"Training Test";"2009-01-25"
9821;1121;348;27907,8666666667;"Training Test";"2009-01-26"
6608;896;278;23750,5;"Training Test";"2009-01-27"
14285;2301;6949;45362,2333333333;"Training Test";"2009-01-28"
8996;0;294;26228,3;"Training Test";"2009-01-29"
12147;1622;280;34317,3;"Training Test";"2009-01-30"
15309;8278;6575;55214,2;"Training Test";"2009-01-31"
7494;3330;622;30124,3333333333;"Training Test";"2009-02-01"
10915;1159;232;26721,6666666667;"Training Test";"2009-02-02"
14984;703;878;31139,8333333333;"Training Test";"2009-02-03"
15960;871;6961;41015,4;"Training Test";"2009-02-04"
12987;1104;264;27484,8;"Training Test";"2009-02-05"
11716;1165;273;34139,9333333333;"Training Test";"2009-02-06"
17873;6822;4483;52192,2666666667;"Training Test";"2009-02-07"
15174;5341;259;36381,1;"Training Test";"2009-02-08"
9375;1063;228;28443,9666666667;"Training Test";"2009-02-09"
12339;1128;263;32397,0333333333;"Training Test";"2009-02-10"
12195;2985;10477;43989,8333333333;"Training Test";"2009-02-11"
17724;1109;299;32811;"Training Test";"2009-02-12"
11554;1100;254;28167,0333333333;"Training Test";"2009-02-13"
18509;2280;3256;38876,5666666667;"Training Test";"2009-02-14"
5234;2465;226;26433,8666666667;"Training Test";"2009-02-15"
7037;0;261;21983,2333333333;"Training Test";"2009-02-16"
3925;0;266;13028,3;"Training Test";"2009-02-17"
5471;0;297;13774,1666666667;"Training Test";"2009-02-18"
1796;1046;262;12287,8;"Training Test";"2009-02-19"
8768;2897;293;31345,6;"Training Test";"2009-02-20"
3983;2111;262;21936,4;"Training Test";"2009-02-21"
7133;3816;8576;37307,9666666667;"Training Test";"2009-02-22"
12471;1212;3744;45560,9333333333;"Training Test";"2009-02-23"
14512;0;1602;29719,0666666667;"Training Test";"2009-02-24"
7359;1092;274;19497,4;"Training Test";"2009-02-25"
6841;0;268;19280,8666666667;"Training Test";"2009-02-26"
14831;1154;246;33815,3;"Training Test";"2009-02-27"
8006;1145;5358;27179,1666666667;"Training Test";"2009-02-28"
8834;11178;2740;41127,1;"Training Test";"2009-03-01"
6684;1560;310;24624,0333333333;"Training Test";"2009-03-02"
13024;1159;268;30815,8666666667;"Training Test";"2009-03-03"
8393;2214;2570;30702,1666666667;"Training Test";"2009-03-04"
9094;0;271;24030,2;"Training Test";"2009-03-05"
12056;1144;265;29724,5666666667;"Training Test";"2009-03-06"
12113;1055;811;28274,4333333333;"Training Test";"2009-03-07"
12691;7253;5260;39286,1;"Training Test";"2009-03-08"
10336;2001;369;28092,6;"Training Test";"2009-03-09"
11610;0;281;30603,5;"Training Test";"2009-03-10"
10737;3476;7288;40098,4;"Training Test";"2009-03-11"
13655;0;364;31454,3333333333;"Training Test";"2009-03-12"
10466;1082;311;24092;"Training Test";"2009-03-13"
18036;2196;280;35817,1333333333;"Training Test";"2009-03-14"
8353;3478;5152;32367,7;"Training Test";"2009-03-15"
9273;0;306;22245,5333333333;"Training Test";"2009-03-16"
12320;1110;3952;32198,5;"Training Test";"2009-03-17"
12101;1123;375;24178;"Training Test";"2009-03-18"
9458;0;314;19858,8666666667;"Training Test";"2009-03-19"
10618;1083;308;24398,4333333333;"Training Test";"2009-03-20"
10266;5420;682;32167,0333333333;"Training Test";"2009-03-21"
9015;2017;3778;28152,8333333333;"Training Test";"2009-03-22"
5999;1078;310;21607,5;"Training Test";"2009-03-23"
10149;1710;352;27695,2;"Training Test";"2009-03-24"
10287;2780;3315;30646,2333333333;"Training Test";"2009-03-25"
8596;0;312;20183,4;"Training Test";"2009-03-26"
9947;1103;526;28565,4333333333;"Training Test";"2009-03-27"
12225;4527;327;37682,9333333333;"Training Test";"2009-03-28"
9502;1611;4024;36944,1666666667;"Training Test";"2009-03-29"
9901;1085;295;24624,2;"Training Test";"2009-03-30"
12958;2202;2711;30391,3666666667;"Training Test";"2009-03-31"
7309;2807;2364;27352,3333333333;"Training Test";"2009-04-01"
13500;1128;324;27405,5666666667;"Training Test";"2009-04-02"
8556;0;326;22721;"Training Test";"2009-04-03"
16251;2699;4172;36520,5333333333;"Training Test";"2009-04-04"
6503;3832;357;22928,6;"Training Test";"2009-04-05"
10141;799;333;24210,5666666667;"Training Test";"2009-04-06"
9121;1103;338;24001,5333333333;"Training Test";"2009-04-07"
7968;2131;2827;25576,6666666667;"Training Test";"2009-04-08"
13482;2682;366;31507,8666666667;"Training Test";"2009-04-09"
13828;2057;2822;30701,9;"Training Test";"2009-04-10"
18233;3661;4286;41040,7666666667;"Training Test";"2009-04-11"
12470;7498;1504;35683,5333333333;"Training Test";"2009-04-12"
6209;1006;5648;26643,7333333333;"Training Test";"2009-04-13"
9478;888;2341;25025,6333333333;"Training Test";"2009-04-14"
5278;1880;463;20267,7;"Training Test";"2009-04-15"
9809;2896;397;26075,4;"Training Test";"2009-04-16"
7655;0;5224;34046,8333333333;"Training Test";"2009-04-17"
10699;1028;2613;25204,4333333333;"Training Test";"2009-04-18"
8088;2201;376;21441,1333333333;"Training Test";"2009-04-19"
10476;0;2644;24775,1666666667;"Training Test";"2009-04-20"
7380;1925;375;31576,6333333333;"Training Test";"2009-04-21"
13265;1024;1203;24936,6333333333;"Training Test";"2009-04-22"
5511;1068;395;19024,3333333333;"Training Test";"2009-04-23"
9677;0;383;19900,8;"Training Test";"2009-04-24"
13225;2007;3901;33704,7333333333;"Training Test";"2009-04-25"
10561;3053;3017;29693,7666666667;"Training Test";"2009-04-26"
7021;995;376;22527,1333333333;"Training Test";"2009-04-27"
11469;2068;371;28439,7666666667;"Training Test";"2009-04-28"
9372;1043;2492;27744,6666666667;"Training Test";"2009-04-29"
15305;1027;363;30579,3666666667;"Training Test";"2009-04-30"
11709;1067;1052;25213,3666666667;"Training Test";"2009-05-01"
9760;1430;374;23231,8333333333;"Training Test";"2009-05-02"
7226;3207;2593;26814,6333333333;"Training Test";"2009-05-03"
11374;1007;411;27798,0333333333;"Training Test";"2009-05-04"
10166;1049;5539;28857,9;"Training Test";"2009-05-05"
9058;1038;1797;22498,3666666667;"Training Test";"2009-05-06"
7992;0;374;16877,4666666667;"Training Test";"2009-05-07"
15426;2226;848;30952,6;"Training Test";"2009-05-08"
6605;2090;382;21022,5333333333;"Training Test";"2009-05-09"
8692;4300;6670;32775,8666666667;"Training Test";"2009-05-10"
11009;1035;457;25286,2666666667;"Training Test";"2009-05-11"
11335;0;2713;27099,2666666667;"Training Test";"2009-05-12"
7127;1419;553;20773,3;"Training Test";"2009-05-13"
11499;0;4065;26783,0666666667;"Training Test";"2009-05-14"
12195;1382;494;23703,7666666667;"Training Test";"2009-05-15"
12265;1705;4820;33456,3;"Training Test";"2009-05-16"
7168;2555;1926;25729,4;"Training Test";"2009-05-17"
8971;763;374;20165,1;"Training Test";"2009-05-18"
10981;3253;792;26955,7333333333;"Training Test";"2009-05-19"
9470;1061;1889;21786,0333333333;"Training Test";"2009-05-20"
12563;1553;1278;26252,5;"Training Test";"2009-05-21"
8078;982;1207;17913,4333333333;"Training Test";"2009-05-22"
12579;480;1844;25509,9666666667;"Training Test";"2009-05-23"
10256;45;446;21463,1;"Training Test";"2009-05-24"
9930;920;966;22568,2666666667;"Training Test";"2009-05-25"
10100;1191;860;22294,5666666667;"Training Test";"2009-05-26"
11076;1052;2355;25738,2;"Training Test";"2009-05-27"
9049;1502;421;19662,2666666667;"Training Test";"2009-05-28"
10112;1005;434;20714,1;"Training Test";"2009-05-29"
11557;2787;1707;27651,7666666667;"Training Test";"2009-05-30"
5720;1466;458;15948,1666666667;"Training Test";"2009-05-31"
11361;2789;461;24054,3333333333;"Training Test";"2009-06-01"
7892;0;506;18177,3;"Training Test";"2009-06-02"
11577;940;1370;22609,6333333333;"Training Test";"2009-06-03"
6905;1906;455;17261;"Training Test";"2009-06-04"
12515;0;456;20506;"Training Test";"2009-06-05"
10611;1769;2732;24590,8333333333;"Training Test";"2009-06-06"
6034;2077;1641;20123,2;"Training Test";"2009-06-07"
8551;1024;432;19646,2666666667;"Training Test";"2009-06-08"
10695;1000;414;22214,1666666667;"Training Test";"2009-06-09"
9889;1032;4745;26716,6;"Training Test";"2009-06-10"
10610;0;472;21677,5;"Training Test";"2009-06-11"
7137;1009;460;18362,2;"Training Test";"2009-06-12"
79;0;5;236,966666666667;"Training Test";"2009-06-13"
5662;916;348;12865,1333333333;"Training Test";"2009-06-15"
13691;2983;1221;25146,5333333333;"Training Test";"2009-06-16"
7193;975;611;16466,9333333333;"Training Test";"2009-06-17"
11223;0;461;19428,3333333333;"Training Test";"2009-06-18"
7737;969;475;18114,4333333333;"Training Test";"2009-06-19"
9159;0;2657;18451,6666666667;"Training Test";"2009-06-20"
6002;1039;412;14252,3666666667;"Training Test";"2009-06-21"
11148;0;449;18234,9666666667;"Training Test";"2009-06-22"
8186;1010;1261;17320,2333333333;"Training Test";"2009-06-23"
14275;3059;1239;25581,2333333333;"Training Test";"2009-06-24"
6224;0;495;12856,0333333333;"Training Test";"2009-06-25"
9952;1826;538;21288,7;"Training Test";"2009-06-26"
13468;2663;2432;28484,2;"Training Test";"2009-06-27"
6742;0;1421;17656,5666666667;"Training Test";"2009-06-28"
6462;1794;598;16835,5666666667;"Training Test";"2009-06-29"
